"name","image _url","max_price"
"Austin 2025 Complexity Gaming (Holo)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2F1czIwMjUvY3BseF9ob2xvLjc3ZmI3NDM2NzRiY2YzYmFlN2FmZTk2YzMzMDE2ZmRlMmFkMDE4MzAucG5n/auto/auto/85/notrim/72a2d984cfee35d8064a28c0fff93965.webp","$20.56"
"Paris 2023 FURIA (Holo)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL3BhcmlzMjAyMy9mdXJpX2hvbG8uNTIwYjQ4ZmQwZWU1NmViNmUxNTg2YTkwN2Q5NjNiMGMxMjJkZWY3MS5wbmc-/auto/auto/85/notrim/c1ff37b40cd9e46de740e14bd9f822c6.webp","$3.72"
"Sticker Boom Blast (Glitter)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2NvbW11bml0eS9lbGVtZW50YWxfY3JhZnQvZ2xpdHRlcl9leHBsb3Npb25fb25lLjlmZWE4NzAyMGNiNWI3NmUzZmYxZmNiMWQ4Y2RiNmQ0MGVmNmIxMjEucG5n/auto/auto/85/notrim/1aba5ad27775ce29d819be47d8f35c45.webp","$1.09"
"Shanghai 2024 FURIA (Holo)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL3NoYTIwMjQvZnVyaV9ob2xvLjYwNTBjMWUyMTIyY2Q1YTNiYzU0YjNmNWMyMjk0NTg4ODZhNjE2NmQucG5n/auto/auto/85/notrim/1a26a32ef93f1b9fd9081c6643eeef69.webp","$57.84"
"Sticker Boom Trail","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2NvbW11bml0eS9lbGVtZW50YWxfY3JhZnQvcGFwZXJfZXhwbG9zaW9uX2ZvdXIuODQwMDhiZDU0NWI3ZWFhNGQ5NDQ0MDgyNzAxYWUzYWEwNWZjM2RjNi5wbmc-/auto/auto/85/notrim/24970c52bd8627fbe6c33ec9fbeb2188.webp","$0.72"
"Sticker Dust FA (Foil)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2NzZ28xMC9kdXN0X2ZhX2ZvaWwuZjllMmYzMTZiNWU3Mjk3OWViNGEyOGExMWQ0MWZmNjE3NjBmZDU0NS5wbmc-/auto/auto/85/notrim/1635951855828919f1f5b14e4a96a31e.webp","$25.00"
"Budapest 2025 Falcons (Holo)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2J1ZDIwMjUvZmFsX2hvbG8uYzUzM2QyMDBmYjE2ZGE2Y2Q5NTI0OTk4ODQzZGRkNjU1NDlkNTliMy5wbmc-/auto/auto/85/notrim/79bd2d4071396d072f159a6f5fd377b1.webp","$11.13"
"Sticker Good As New (Foil)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2NvbW11bml0eS9jb21tdW5pdHlfMjAyNS9mb2lsX2dvb2RfYXNfbmV3LmFkZWY1YmU3NGZjMmQ4ZDFkZDZkYTQzZGMxMmVlOTBhOWFkOTZjOTEucG5n/auto/auto/85/notrim/14dd1eb4f429b38d8ac60ed9c55008ec.webp","$6.03"
"Cologne 2014 iBUYPOWER (Holo)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2NvbG9nbmUyMDE0L2lidXlwb3dlcl9ob2xvLmE5Njc5N2YyODhlNDYxMGMwNzBkMGZjZTYxZWJhMTAzY2YwYzliZDUucG5n/auto/auto/85/notrim/7d773bd4639c186e138419e14b81ba6c.webp","$335.72"
"Paris 2023 Fluxo (Holo)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL3BhcmlzMjAyMy9mbHV4X2hvbG8uNmZjYmIyODRjNjI4MTg2MGQ5ZmM2MWQ4YThmMGFkZDU1MjZkOTkyOC5wbmc-/auto/auto/85/notrim/0d730caf0ac11c147799bcdc371bbc9c.webp","$2.26"
"Sticker Kawaii T (Holo)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2NzZ28xMC9rYXdhaWlfdF9ob2xvLjE5MTIwZWRlODczYTk2ODQ2NzY1OTcyMzNlNGQ2MGIzMmIwNDMwYmIucG5n/auto/auto/85/notrim/1a4c05ae2d8df46c7125b103202d452f.webp","$6.99"
"Sticker Boom Detonation (Glitter)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2NvbW11bml0eS9lbGVtZW50YWxfY3JhZnQvZ2xpdHRlcl9leHBsb3Npb25fdHdvLjM3YzBlODg5NjdhZjVjYWU0NTc4MDU3YzBmYWMwYmNiMWFmMTFhMzQucG5n/auto/auto/85/notrim/b8cae51789b0db43e58f188cb05d98dd.webp","$0.94"
"Sticker Loving Eyes (Holo)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2NvbW11bml0eS9jb21tdW5pdHlfMjAyNC9ob2xvX2xvdmluZ19leWVzLmM2YTk4NTA1NzQ5ZTM2MGQzNWI3MTUxNzU2MmZiNmIzMWI4NDg2M2MucG5n/auto/auto/85/notrim/518846706e33fd3cfb1daa9d9bb92dd4.webp","$5.13"
"Budapest 2025 ZywOo (Gold, Champion)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2J1ZDIwMjUvc2lnX3p5d29vX2NoYW1waW9uX2dvbGQuNjA3NThiMzAyZjg5OTU0YWJhYzVkZmZlNTdmNzRkYzJmNDJhMDE1NC5wbmc-/auto/auto/85/notrim/a312ae49be9f900b306bd375e5a00381.webp","$28.58"
"Sticker Lotus (Glitter)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2NvbW11bml0eS9jb21tdW5pdHlfMjAyNC9nbGl0dGVyX2xvdHVzLmU0Y2E4OTI4ODRhZjJiNjFjYjAxYzZmYzBjZGQ4ZGM2ZjdkODgzNTMucG5n/auto/auto/85/notrim/b6db6566e49aca0c93e27b47df7d628b.webp","$6.64"
"Atlanta 2017 SK Gaming (Holo)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2F0bGFudGEyMDE3L3NrX2hvbG8uZjMwNjhhYTYyMzA0NTFkOTgzMjVjZGE0ODc5ZjI1ZGJiOWQ4OWVmNC5wbmc-/auto/auto/85/notrim/5fc515c3d58343132c2d6b8a06611fef.webp",""
"Austin 2025 Team Liquid (Holo)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2F1czIwMjUvbGlxX2hvbG8uY2UxNWRlMGZlNmZkNmU4ZjI2YjIxOWYyZjk2ZmIyOTYwZmYzOWEwMC5wbmc-/auto/auto/85/notrim/685a08af6b72f681993b8ae586b45bbd.webp","$14.43"
